yob1,W_HO_PTA_dpr_SB,UW_HO_PTA_dpr_SB,T_W_HO_PTA_dpr_SB,T_UW_HO_PTA_dpr_SB,HO_ptadpr_RegCow_1,W_HO_SD_dpr_SB,W_BY1_HO_SD_dpr_SB,UW_HO_SD_dpr_SB,UW_BY1_HO_SD_dpr_SB,T_W_HO_SD_dpr_SB,T_UW_HO_SD_dpr_SB,W_BY1_HO_PTA_dpr_SB,HO_ptadpr_RegCow_4,W_HO_REL_dpr_SB,UW_HO_REL_dpr_SB,T_W_HO_REL_dpr_SB,T_UW_HO_REL_dpr_SB,W_BY1_HO_REL_dpr_SB,W_HO_NUM_PTA_SB,UW_HO_NUM_PTA_SB,T_W_HO_NUM_PTA_SB,T_UW_HO_NUM_PTA_SB,W_BY1_HO_NUM_PTA_SB,yob2,W_HO_PTA_dpr_SC,UW_HO_PTA_dpr_SC,T_W_HO_PTA_dpr_SC,T_UW_HO_PTA_dpr_SC,HO_ptadpr_RegCow_2,W_HO_SD_dpr_SC,W_BY1_HO_SD_dpr_SC,UW_HO_SD_dpr_SC,UW_BY1_HO_SD_dpr_SC,T_W_HO_SD_dpr_SC,T_UW_HO_SD_dpr_SC,W_BY1_HO_PTA_dpr_SC,HO_ptadpr_RegCow_5,W_HO_REL_dpr_SC,UW_HO_REL_dpr_SC,T_W_HO_REL_dpr_SC,T_UW_HO_REL_dpr_SC,W_BY1_HO_REL_dpr_SC,W_HO_NUM_PTA_SC,UW_HO_NUM_PTA_SC,T_W_HO_NUM_PTA_SC,T_UW_HO_NUM_PTA_SC,W_BY1_HO_NUM_PTA_SC,yob3,W_HO_PTA_dpr_DB,UW_HO_PTA_dpr_DB,T_W_HO_PTA_dpr_DB,T_UW_HO_PTA_dpr_DB,HO_ptadpr_RegCow_3,W_HO_SD_dpr_DB,W_BY1_HO_SD_dpr_DB,UW_HO_SD_dpr_DB,UW_BY1_HO_SD_dpr_DB,T_W_HO_SD_dpr_DB,T_UW_HO_SD_dpr_DB,W_BY1_HO_PTA_dpr_DB,HO_ptadpr_RegCow_6,W_HO_REL_dpr_DB,UW_HO_REL_dpr_DB,T_W_HO_REL_dpr_DB,T_UW_HO_REL_dpr_DB,W_BY1_HO_REL_dpr_DB,W_HO_NUM_PTA_DB,UW_HO_NUM_PTA_DB,T_W_HO_NUM_PTA_DB,T_UW_HO_NUM_PTA_DB,W_BY1_HO_NUM_PTA_DB,yob4,W_HO_PTA_dpr_DC,UW_HO_PTA_dpr_DC,T_W_HO_PTA_dpr_DC,T_UW_HO_PTA_dpr_DC,HO_ptadpr_AllCow_1,W_HO_SD_dpr_DC,W_BY1_HO_SD_dpr_DC,UW_HO_SD_dpr_DC,UW_BY1_HO_SD_dpr_DC,T_W_HO_SD_dpr_DC,T_UW_HO_SD_dpr_DC,W_BY1_HO_PTA_dpr_DC,HO_ptadpr_AllCow_2,W_HO_REL_dpr_DC,UW_HO_REL_dpr_DC,T_W_HO_REL_dpr_DC,T_UW_HO_REL_dpr_DC,W_BY1_HO_REL_dpr_DC,W_HO_NUM_PTA_DC,UW_HO_NUM_PTA_DC,T_W_HO_NUM_PTA_DC,T_UW_HO_NUM_PTA_DC,W_BY1_HO_NUM_PTA_DC,yob5,W_BY1_HO_SD_dpr_SB_1,W_BY1_HO_SD_dpr_SC_1,W_BY1_HO_SD_dpr_DB_1,W_BY1_HO_SD_dpr_DC_1,W_HO_SD_dpr_SB_1,W_HO_SD_dpr_SC_1,W_HO_SD_dpr_DB_1,W_HO_SD_dpr_DC_1,UW_BY1_HO_SD_dpr_SB_1,UW_BY1_HO_SD_dpr_SC_1,UW_BY1_HO_SD_dpr_DB_1,UW_BY1_HO_SD_dpr_DC_1,UW_HO_SD_dpr_SB_1,UW_HO_SD_dpr_SC_1,UW_HO_SD_dpr_DB_1,UW_HO_SD_dpr_DC_1,T_W_HO_SD_dpr_SB_1,T_W_HO_SD_dpr_SC_1,T_W_HO_SD_dpr_DB_1,T_W_HO_SD_dpr_DC_1,yob6,GenInt_SB,GenInt_SC,GenInt_DB,GenInt_DC,nGI_SB,nGI_SC,nGI_DB,nGI_DC,yob7,UW_BY1_HO_PTA_dpr_SB,HO_ptadpr_RegCow_7,HO_numdpr_RegCow,HO_ptadpr_AllCow_3,HO_numdpr_AllCow
2001,-0.828474028,-0.410509739,-0.928457617,-0.450580842,-0.002366891,-0.826107137,-2.619052474,-0.408142847,-1.226122658,-0.926090726,-0.448213951,-1.663793012,-0.002366891,0.959000565,0.806795136,0.959359518,0.80614085,0.951563447,7366,259,6482,241,7105,2001,-0.859531572,-0.755846295,-0.953616706,-0.754538986,-0.002366891,-0.857164681,-1.833663507,-0.753479403,-0.727927394,-0.951249814,-0.752172096,-0.800481969,-0.002366891,0.939070689,0.667426854,0.91539563,0.666982576,0.911556589,1067469,3222,672134,3195,736277,2001,-0.602731501,-0.406632219,-0.626877519,-0.423771986,-0.002366891,-0.60036461,-0.533028287,-0.404265327,-0.178590988,-0.624510628,-0.421405094,0.219937947,-0.002366891,36.52796685,24.71470588,35.65351418,24.43055137,33.52839506,6758,3400,6488,3319,6885,2001,0.278753594,0.236183614,0.269971154,0.235262968,0.175749589,0.103004005,0.070851242,0.060434026,0.049332464,0.094221565,0.05951338,1.060796338,0.175749589,31.82465859,30.19424174,31.67056022,30.24674511,30.59327129,614293,374106,583700,370212,549853,2001,-2.619052474,-1.833663507,-0.533028287,0.070851242,-0.826107137,-0.857164681,-0.60036461,0.103004005,-1.226122658,-0.727927394,-0.178590988,0.049332464,-0.408142847,-0.753479403,-0.404265327,0.060434026,-0.926090726,-0.951249814,-0.624510628,0.094221565,2001,6.730115444,6.675471302,4.227077782,3.999551151,7105,736277,6885,549853,2001,-0.344863546,-0.002366891,159100,0.175749589,769854
2002,-0.47063315,-0.376606365,-0.865701604,-0.330155613,-0.152339377,-0.318293772,-2.047086785,-0.224266988,-0.883713076,-0.713362227,-0.177816237,-1.172526936,-0.152339377,0.947955525,0.774908031,0.945271382,0.781693766,0.943954894,5973,218,3405,183,7044,2002,-0.754242895,-0.750766356,-0.995609934,-0.758000396,-0.152339377,-0.601903518,-1.885443422,-0.598426979,-0.909247547,-0.843270557,-0.605661018,-1.017506276,-0.152339377,0.920765629,0.679685892,0.855293139,0.679143775,0.920533941,799110,3122,356069,3049,771439,2002,-0.448714173,-0.290588873,-0.486943977,-0.307161095,-0.152339377,-0.296374796,-0.644449588,-0.138249497,-0.370134719,-0.334604601,-0.154821718,-0.044766047,-0.152339377,36.59414669,24.27624873,34.59451632,23.86155485,32.99840163,5672,2943,5179,2817,6882,2002,0.12401681,0.076887716,0.110218121,0.074008687,0.020598727,0.103418083,0.075391395,0.056288988,0.048608299,0.089619394,0.05340996,0.867450473,0.020598727,31.99499025,30.41885242,31.75609555,30.51070831,30.71995148,643346,391780,583335,382320,567191,2002,-2.047086785,-1.885443422,-0.644449588,0.075391395,-0.318293772,-0.601903518,-0.296374796,0.103418083,-0.883713076,-0.909247547,-0.370134719,0.048608299,-0.224266988,-0.598426979,-0.138249497,0.056288988,-0.713362227,-0.843270557,-0.334604601,0.089619394,2002,6.797923369,6.656008927,4.177151517,3.96657369,7044,771439,6882,567191,2002,-0.142363398,-0.152339377,154783,0.020598727,807550
2003,-1.014939532,-0.19734491,-0.433404752,-0.122637929,-0.200878103,-0.814061428,-1.807728118,0.003533194,-0.83790803,-0.232526649,0.078240175,-1.000065978,-0.200878103,0.965570388,0.79530782,0.879917307,0.744999766,0.944548283,7588,211,364,108,7088,2003,-1.138545005,-0.743993667,-0.908197218,-0.776039548,-0.200878103,-0.937666901,-1.64696856,-0.543115564,-0.899098229,-0.707319115,-0.575161444,-0.912218826,-0.200878103,0.921059091,0.684447184,0.785283149,0.683725347,0.923549908,840516,3013,219115,2915,792141,2003,-0.425393772,-0.343771974,-0.563093215,-0.40965974,-0.200878103,-0.224515669,-0.625551934,-0.14289387,-0.391950308,-0.362215112,-0.208781637,-0.19616576,-0.200878103,41.50953117,27.78978253,37.96500729,27.20575976,32.03423371,5823,2897,4801,2639,6923,2003,0.088870573,0.04072019,0.061641426,0.034477993,-0.012505662,0.101376235,0.083072168,0.053225853,0.054452201,0.074147089,0.046983656,0.665770124,-0.012505662,32.31681308,30.73772088,31.95869759,30.87523321,30.97945777,651362,396486,541736,374667,577688,2003,-1.807728118,-1.64696856,-0.625551934,0.083072168,-0.814061428,-0.937666901,-0.224515669,0.101376235,-0.83790803,-0.899098229,-0.391950308,0.054452201,0.003533194,-0.543115564,-0.14289387,0.053225853,-0.232526649,-0.707319115,-0.362215112,0.074147089,2003,6.726769985,6.676401056,4.206258676,3.934279614,7088,792141,6923,577688,2003,-0.194584492,-0.200878103,148622,-0.012505662,826811
2004,1.516671167,0.220789662,0.006098735,#N/A,-0.269075386,1.785746553,-1.693949621,0.489865049,-0.847232708,0.275174121,#N/A,-0.98789557,-0.269075386,0.965740272,0.804200656,0.772520751,#N/A,0.953361265,7494,219,119,#N/A,7098,2004,0.374986891,-0.632640224,-0.593181719,-0.656504319,-0.269075386,0.644062278,-1.376034707,-0.363564837,-0.706974506,-0.324106332,-0.387428932,-0.754146512,-0.269075386,0.918790063,0.695743133,0.803107428,0.694859224,0.9262738,737044,3000,199710,2881,835677,2004,-0.091767532,-0.278603484,-0.378348839,-0.372196868,-0.269075386,0.177307855,-0.619739392,-0.009528098,-0.38416089,-0.109273453,-0.103121481,-0.361855468,-0.269075386,52.4185022,32.2305692,45.12429874,31.18235294,35.01727116,9080,3461,5704,2890,6948,2004,0.093330942,0.038726268,0.050611217,0.028330136,-0.01866028,0.111991223,0.08895866,0.057386548,0.051281272,0.069271497,0.046990416,0.470190212,-0.01866028,32.63142424,30.93235465,32.04503936,31.1472313,31.25152144,691969,420428,489816,367320,606827,2004,-1.693949621,-1.376034707,-0.619739392,0.08895866,1.785746553,0.644062278,0.177307855,0.111991223,-0.847232708,-0.706974506,-0.38416089,0.051281272,0.489865049,-0.363564837,-0.009528098,0.057386548,0.275174121,-0.324106332,-0.109273453,0.069271497,2004,6.820028354,6.771880329,4.256764537,3.888529702,7098,835677,6948,606827,2004,-0.316603732,-0.269075386,147622,-0.01866028,870121
2005,-0.210422945,-0.033422567,#N/A,#N/A,-0.328641355,0.118218411,-1.250324784,0.295218788,-0.481133763,#N/A,#N/A,-0.654921458,-0.328641355,0.945511032,0.818755734,#N/A,#N/A,0.95138936,6610,209,#N/A,#N/A,6599,2005,-0.41387014,-0.625116317,-0.660633231,-0.661107345,-0.328641355,-0.085228785,-1.206441214,-0.296474962,-0.616635992,-0.331991876,-0.33246599,-0.673322372,-0.328641355,0.924426262,0.706154193,0.817280258,0.70734031,0.930612852,965486,2837,193979,2696,884858,2005,-0.231923525,-0.22243371,-0.347999336,-0.322078437,-0.328641355,0.09671783,-0.495490582,0.106207646,-0.199276877,-0.019357981,0.006562918,-0.383231869,-0.328641355,59.36113229,37.44206257,44.88798799,34.90080302,35.81079004,10492,3452,3330,2117,6506,2005,0.080584525,0.024478515,0.021981847,0.008046392,-0.037098601,0.117683126,0.088120514,0.061577116,0.04894666,0.059080448,0.045144993,0.317677211,-0.037098601,33.28922783,31.64894248,32.31756983,31.80643061,31.67122651,734587,445474,385257,324106,636499,2005,-1.250324784,-1.206441214,-0.495490582,0.088120514,0.118218411,-0.085228785,0.09671783,0.117683126,-0.481133763,-0.616635992,-0.199276877,0.04894666,0.295218788,-0.296474962,0.106207646,0.061577116,#N/A,-0.331991876,-0.019357981,0.059080448,2005,6.962027205,6.913530978,4.325974676,3.873172969,6599,884858,6506,636499,2005,-0.102598229,-0.328641355,147765,-0.037098601,918981
2006,-0.282178259,0.076007387,#N/A,#N/A,-0.432263965,0.150085705,-1.073951319,0.508271352,-0.474035485,#N/A,#N/A,-0.717520632,-0.432263965,0.935556628,0.80010789,#N/A,#N/A,0.952161849,5476,185,#N/A,#N/A,6947,2006,-0.249144761,-0.590461499,-0.605453431,-0.607588429,-0.432263965,0.183119204,-1.155489979,-0.158197535,-0.500612347,-0.173189466,-0.175324465,-0.767563901,-0.432263965,0.888638083,0.707619173,0.820800281,0.714333004,0.936420842,750996,3037,120040,2377,915643,2006,-0.423619532,-0.398920666,-0.510513765,-0.506549198,-0.432263965,0.008644433,-0.302330362,0.033343299,-0.11981046,-0.0782498,-0.074285233,-0.333614572,-0.432263965,62.03559583,43.60928335,47.88390093,41.86172488,37.21828004,12361,3921,1938,1403,6849,2006,-0.030093022,-0.082084893,-0.114847933,-0.115739084,-0.13910388,0.109010858,0.093978887,0.057018986,0.049867759,0.024255946,0.023364796,0.21684322,-0.13910388,33.33243914,31.65971637,32.19625226,31.98796865,31.92378498,759345,462714,220079,213941,665853,2006,-1.073951319,-1.155489979,-0.302330362,0.093978887,0.150085705,0.183119204,0.008644433,0.109010858,-0.474035485,-0.500612347,-0.11981046,0.049867759,0.508271352,-0.158197535,0.033343299,0.057018986,#N/A,-0.173189466,-0.0782498,0.024255946,2006,6.733134527,6.837644215,4.237465883,3.836313428,6947,915643,6849,665853,2006,-0.238501721,-0.432263965,147453,-0.13910388,951037
2007,-0.11938252,-0.218396255,#N/A,#N/A,-0.448076535,0.328694016,-0.859345792,0.229680281,-0.430840026,#N/A,#N/A,-0.671124921,-0.448076535,0.936189996,0.806825165,#N/A,#N/A,0.958657509,4415,189,#N/A,#N/A,7100,2007,-0.246537111,-0.442725603,-0.085922692,-0.342116187,-0.448076535,0.201539425,-0.993559941,0.005350933,-0.482590055,0.362153843,0.105960349,-0.781917909,-0.448076535,0.888638727,0.708276782,0.644801597,0.663304897,0.939696041,715125,2780,454,118,950584,2007,-0.377781352,-0.418864204,#N/A,#N/A,-0.448076535,0.070295184,-0.207756113,0.029212331,-0.046062534,#N/A,#N/A,-0.356607159,-0.448076535,62.20780031,48.18315972,#N/A,#N/A,41.54290618,9615,3456,#N/A,#N/A,6992,2007,-0.068895811,-0.1228142,-0.072876393,-0.067628376,-0.175540857,0.106645046,0.101955791,0.052726657,0.053335216,0.102664464,0.107912481,0.152317383,-0.175540857,32.77112792,31.45951783,32.48208469,32.34206033,32.33578106,765563,478297,8903,8785,695203,2007,-0.859345792,-0.993559941,-0.207756113,0.101955791,0.328694016,0.201539425,0.070295184,0.106645046,-0.430840026,-0.482590055,-0.046062534,0.053335216,0.229680281,0.005350933,0.029212331,0.052726657,#N/A,0.362153843,#N/A,0.102664464,2007,6.928109437,6.696764552,4.104100981,3.78145187,7100,950584,6992,695203,2007,-0.306489741,-0.448076535,144848,-0.175540857,986102
2008,0.556008378,0.154256675,#N/A,#N/A,-0.390107801,0.946116179,-0.531441808,0.544364476,0.199669434,#N/A,#N/A,-0.451892883,-0.390107801,0.92709838,0.803735168,#N/A,#N/A,0.958692004,4560,257,#N/A,#N/A,8595,2008,-0.034735838,-0.308222915,#N/A,#N/A,-0.390107801,0.355371963,-0.75618396,0.081884886,-0.378209819,#N/A,#N/A,-0.682286643,-0.390107801,0.881013475,0.70328539,#N/A,#N/A,0.941699988,607915,2724,#N/A,#N/A,1023203,2008,-0.230769396,-0.287464921,#N/A,#N/A,-0.390107801,0.159338405,0.022770426,0.102642879,0.11469864,#N/A,#N/A,-0.242403091,-0.390107801,63.35509221,53.40987984,#N/A,#N/A,50.15674977,9544,3745,#N/A,#N/A,8504,2008,-0.054282405,-0.106998009,#N/A,#N/A,-0.166609423,0.112327018,0.110225424,0.059611413,0.057895822,#N/A,#N/A,0.090458156,-0.166609423,32.31262105,31.16807027,#N/A,#N/A,32.6724461,770879,499785,#N/A,#N/A,742287,2008,-0.531441808,-0.75618396,0.022770426,0.110225424,0.946116179,0.355371963,0.159338405,0.112327018,0.199669434,-0.378209819,0.11469864,0.057895822,0.544364476,0.081884886,0.102642879,0.059611413,#N/A,#N/A,#N/A,#N/A,2008,7.290068761,6.814306125,3.877541704,3.753569499,8595,1023203,8504,742287,2008,0.118208896,-0.390107801,147717,-0.166609423,1059497
2009,1.044223825,0.176448926,#N/A,#N/A,-0.467998,1.512221825,-0.332305335,0.644446927,0.287095895,#N/A,#N/A,-0.422815318,-0.467998,0.920166309,0.806391517,#N/A,#N/A,0.959096249,7924,291,#N/A,#N/A,10072,2009,0.49578769,-0.268824421,#N/A,#N/A,-0.467998,0.963785691,-0.508456952,0.199173579,-0.195697145,#N/A,#N/A,-0.55099619,-0.467998,0.864310647,0.700579324,#N/A,#N/A,0.939709972,598725,2778,#N/A,#N/A,1082205,2009,-0.030104739,-0.206833067,#N/A,#N/A,-0.467998,0.437893261,0.0866484,0.261164934,0.144280375,#N/A,#N/A,-0.251240578,-0.467998,66.33657694,59.19405757,#N/A,#N/A,57.06165204,10996,4308,#N/A,#N/A,10024,2009,-0.047046318,-0.089031681,#N/A,#N/A,-0.139237968,0.09219165,0.112349269,0.050206287,0.060487187,#N/A,#N/A,0.033739091,-0.139237968,31.74578576,30.57180043,#N/A,#N/A,33.01195654,741119,507107,#N/A,#N/A,786766,2009,-0.332305335,-0.508456952,0.0866484,0.112349269,1.512221825,0.963785691,0.437893261,0.09219165,0.287095895,-0.195697145,0.144280375,0.060487187,0.644446927,0.199173579,0.261164934,0.050206287,#N/A,#N/A,#N/A,#N/A,2009,6.887574148,6.879592047,3.853247483,3.716859513,10072,1082205,10024,786766,2009,0.075149611,-0.467998,148103,-0.139237968,1118689
2010,0.955666303,0.808241557,#N/A,#N/A,-0.382113265,1.337779568,1.052962958,1.190354821,0.630871176,#N/A,#N/A,0.770134499,-0.382113265,0.804635134,0.743351399,#N/A,#N/A,0.962143326,18594,364,#N/A,#N/A,11989,2010,0.85300019,0.337992278,#N/A,#N/A,-0.382113265,1.235113455,-0.072989936,0.720105542,0.003268674,#N/A,#N/A,-0.244670763,-0.382113265,0.774429811,0.702253552,#N/A,#N/A,0.935402287,617012,2884,#N/A,#N/A,1131051,2010,0.464242859,0.314579841,#N/A,#N/A,-0.382113265,0.846356124,0.086365947,0.696693106,0.131594057,#N/A,#N/A,-0.292984881,-0.382113265,67.6460451,62.89360173,#N/A,#N/A,63.83015714,14855,5564,#N/A,#N/A,11964,2010,0.082758484,0.038636411,#N/A,#N/A,-0.020159626,0.102918111,0.114239111,0.058796037,0.063115479,#N/A,#N/A,-0.002625378,-0.020159626,31.14329526,29.73010798,#N/A,#N/A,33.16301598,654097,477239,#N/A,#N/A,826784,2010,1.052962958,-0.072989936,0.086365947,0.114239111,1.337779568,1.235113455,0.846356124,0.102918111,0.630871176,0.003268674,0.131594057,0.063115479,1.190354821,0.720105542,0.696693106,0.058796037,#N/A,#N/A,#N/A,#N/A,2010,5.357884244,6.349344019,3.859928405,3.663215852,11989,1131051,11964,826784,2010,0.295025581,-0.382113265,144282,-0.020159626,1165394
2011,0.76787981,0.581592245,#N/A,#N/A,-0.331310476,1.099190286,0.778050211,0.912902721,0.394638978,#N/A,#N/A,0.404971428,-0.331310476,0.70800193,0.703835307,#N/A,#N/A,0.945773566,12299,365,#N/A,#N/A,14408,2011,0.503879232,0.087418364,#N/A,#N/A,-0.331310476,0.835189708,0.16548208,0.41872884,0.136849127,#N/A,#N/A,-0.109903008,-0.331310476,0.705775004,0.703414686,#N/A,#N/A,0.931242425,419033,2694,#N/A,#N/A,1178962,2011,0.71134707,0.562507341,#N/A,#N/A,-0.331310476,1.042657546,0.21064318,0.893817817,0.086497543,#N/A,#N/A,-0.206345618,-0.331310476,68.49388815,65.7123349,#N/A,#N/A,66.73654234,11944,4467,#N/A,#N/A,14397,2011,0.143451808,0.111334903,#N/A,#N/A,0.041465388,0.10198642,0.114777496,0.069869516,0.067754613,#N/A,#N/A,-0.014983873,0.041465388,31.22415348,29.71508587,#N/A,#N/A,32.93058351,487996,393136,#N/A,#N/A,864636,2011,0.778050211,0.16548208,0.21064318,0.114777496,1.099190286,0.835189708,1.042657546,0.10198642,0.394638978,0.136849127,0.086497543,0.067754613,0.912902721,0.41872884,0.893817817,0.069869516,#N/A,#N/A,#N/A,#N/A,2011,4.517517647,5.906946272,3.689962597,3.608689451,14408,1178962,14397,864636,2011,0.004498437,-0.331310476,138963,0.041465388,1212527
2012,1.355952076,0.970489545,#N/A,#N/A,-0.205171311,1.561123388,0.993380856,1.175660856,0.564146526,#N/A,#N/A,0.594627342,-0.205171311,0.693255177,0.693021523,#N/A,#N/A,0.87452608,11602,321,#N/A,#N/A,19919,2012,0.872108173,0.486587482,#N/A,#N/A,-0.205171311,1.077279484,0.318451407,0.691758793,0.311858227,#N/A,#N/A,-0.019064569,-0.205171311,0.695787836,0.690687253,#N/A,#N/A,0.90640508,195443,2458,#N/A,#N/A,1376951,2012,1.067317388,0.960360765,#N/A,#N/A,-0.205171311,1.272488699,0.453576075,1.165532076,0.332898892,#N/A,#N/A,0.052235856,-0.205171311,67.57898803,65.50277175,#N/A,#N/A,67.50452398,10356,4149,#N/A,#N/A,19894,2012,0.277454379,0.249073186,#N/A,#N/A,0.175233201,0.102221178,0.122427507,0.073839984,0.079045211,#N/A,#N/A,0.026257749,0.175233201,26.89208764,25.16875449,#N/A,#N/A,32.14121904,331102,309254,#N/A,#N/A,917610,2012,0.993380856,0.318451407,0.453576075,0.122427507,1.561123388,1.077279484,1.272488699,0.102221178,0.564146526,0.311858227,0.332898892,0.079045211,1.175660856,0.691758793,1.165532076,0.073839984,#N/A,#N/A,#N/A,#N/A,2012,3.454664629,5.600449335,3.330518139,3.573999601,19919,1376951,19894,917610,2012,0.158846902,-0.205171311,126069,0.175233201,1422601
2013,0.586770848,#N/A,#N/A,#N/A,-0.128269565,0.715040413,1.026645396,#N/A,0.949127397,#N/A,#N/A,0.665733735,-0.128269565,0.684380511,#N/A,#N/A,#N/A,0.762079444,1502,#N/A,#N/A,#N/A,16906,2013,0.770956521,0.620443068,#N/A,#N/A,-0.128269565,0.899226085,0.499647991,0.748712632,0.506906594,#N/A,#N/A,0.140278137,-0.128269565,0.68319084,0.675058524,#N/A,#N/A,0.862087172,4525,255,#N/A,#N/A,1199755,2013,0.966263287,0.95092235,#N/A,#N/A,-0.128269565,1.094532852,0.889348473,1.079191914,0.803953843,#N/A,#N/A,0.528553373,-0.128269565,65.96557377,64.62410623,#N/A,#N/A,67.76312511,2440,979,#N/A,#N/A,16857,2013,0.533535939,0.513861057,#N/A,#N/A,0.307920135,0.225615804,0.128880246,0.205940922,0.092486864,#N/A,#N/A,0.084602859,0.307920135,23.34262717,20.40534356,#N/A,#N/A,31.90291702,36153,33648,#N/A,#N/A,830506,2013,1.026645396,0.499647991,0.889348473,0.128880246,0.715040413,0.899226085,1.094532852,0.225615804,0.949127397,0.506906594,0.803953843,0.092486864,#N/A,0.748712632,1.079191914,0.205940922,#N/A,#N/A,#N/A,#N/A,2013,2.844619518,5.40314402,3.015088835,3.543614753,16906,1199755,16857,830506,2013,0.585306514,-0.128269565,62757,0.307920135,1244011
2014,#N/A,#N/A,#N/A,#N/A,-0.033351189,#N/A,1.361659555,#N/A,0.99304196,#N/A,#N/A,1.105234085,-0.033351189,#N/A,#N/A,#N/A,#N/A,0.713577867,#N/A,#N/A,#N/A,#N/A,17671,2014,#N/A,#N/A,#N/A,#N/A,-0.033351189,#N/A,0.577755482,#N/A,0.5512782,#N/A,#N/A,0.242967514,-0.033351189,#N/A,#N/A,#N/A,#N/A,0.817021503,#N/A,#N/A,#N/A,#N/A,1066790,2014,#N/A,#N/A,#N/A,#N/A,-0.033351189,#N/A,1.164774489,#N/A,1.071886394,#N/A,#N/A,0.89714835,-0.033351189,#N/A,#N/A,#N/A,#N/A,67.23192515,#N/A,#N/A,#N/A,#N/A,17635,2014,#N/A,#N/A,#N/A,#N/A,0.394178178,#N/A,0.143692671,#N/A,0.094083355,#N/A,#N/A,0.191171039,0.394178178,#N/A,#N/A,#N/A,#N/A,29.96431412,#N/A,#N/A,#N/A,#N/A,804604,2014,1.361659555,0.577755482,1.164774489,0.143692671,#N/A,#N/A,#N/A,#N/A,0.99304196,0.5512782,1.071886394,0.094083355,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2014,2.612046303,5.209772823,2.763978749,3.42361921,17671,1066790,17635,804604,2014,0.73260718,-0.033351189,62720,0.394178178,1103186
2015,#N/A,#N/A,#N/A,#N/A,0.168719606,#N/A,1.03432623,#N/A,#N/A,#N/A,#N/A,0.848020273,0.168719606,#N/A,#N/A,#N/A,#N/A,0.695549271,#N/A,#N/A,#N/A,#N/A,2047,2015,#N/A,#N/A,#N/A,#N/A,0.168719606,#N/A,0.721183446,#N/A,0.767246703,#N/A,#N/A,0.412709455,0.168719606,#N/A,#N/A,#N/A,#N/A,0.789566464,#N/A,#N/A,#N/A,#N/A,92625,2015,#N/A,#N/A,#N/A,#N/A,0.168719606,#N/A,1.206042367,#N/A,1.009470011,#N/A,#N/A,1.001404318,0.168719606,#N/A,#N/A,#N/A,#N/A,66.5456766,#N/A,#N/A,#N/A,#N/A,2047,2015,#N/A,#N/A,#N/A,#N/A,0.513052137,#N/A,0.204318711,#N/A,0.133796589,#N/A,#N/A,0.315014218,0.513052137,#N/A,#N/A,#N/A,#N/A,25.68448345,#N/A,#N/A,#N/A,#N/A,74630,2015,1.03432623,0.721183446,1.206042367,0.204318711,#N/A,#N/A,#N/A,#N/A,#N/A,0.767246703,1.009470011,0.133796589,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2015,2.381610524,4.948636168,2.604014422,3.428547735,2047,92625,2047,74630,2015,#N/A,0.168719606,4223,0.513052137,94850
